word,wordtype,meaning
ಸಾಂಕೇತಿಕ,ಹೆಸರುಪದ,"(ಸಂ) (ಯಾವುದೇ ವಸ್ತು, ವಿಚಾರ ಮುಂ.ವನ್ನು) ಸೂಚಿಸುವಂತಹುದು, ಪ್ರತಿಬಿಂಬಿಸುವಂತಹುದು; ಮುಷ್ಕರ = ಮುನ್ಸೂಚನೆಯ ಪ್ರತೀಕವಾದ ಮುಷ್ಕರ, ಚಳುವಳಿ"
ಸಾಂಕೇತಿಕ,ಪರಿಚೆಪದ,"(ಸಂ) ೧ ಗುರುತುಗಳಿಂದ ಕೂಡಿದ, ಸಂಜ್ಞೆಗಳುಳ್ಳ ೨ ಸೂಚಿಸುವ, ಮುಂದಾಗಿ ತಿಳಿಸುವ ೩ ಪ್ರತೀಕವಾದ, ನಿದರ್ಶನವಾದ"
ಸಾಂಕ್ರಾಮಿಕ,ಪರಿಚೆಪದ,"(ಸಂ) ಒಂದರಿಂದ ಮತ್ತೊಂದಕ್ಕೆ ಯಾ ಒಬ್ಬರಿಂದ ಮತ್ತೊಬ್ಬರಿಗೆ-ಹರಡುವ, ವ್ಯಾಪಿ ಸುವ, ಸೋಂಕುವ"
ಸಾಂಕ್ರಾಮಿಕರೋಗ,ಹೆಸರುಪದ,"= ಒಬ್ಬರಿಂದೊಬ್ಬರಿಗೆ ಹರಡುವ-ರೋಗ, ಖಾಯಿಲೆ; ಅಂಟುಜಾಡ್ಯ"
ಸಾಂಖ್ಯ,ಹೆಸರುಪದ,"(ಸಂ) ೧ ಸಂಖ್ಯೆಗೆ ಯಾ ಲೆಕ್ಕಾಚಾರಕ್ಕೆ ಸಂಬಂಧಿಸಿದುದು ೨ ಜ್ಞಾನ ವಿಶೇಷವಾದ ತಿಳಿವಳಿಕೆ ೩ ಷಡ್ದರ್ಶನಗಳಲ್ಲಿ ಒಂದು, ಕಪಿಲ ಋಷಿ ಬರೆದ ದರ್ಶನ ಶಾಸ್ತ್ರ ೪ ಸಾಂಖ್ಯ ದರ್ಶನದ ಅನುಯಾಯಿ"
ಸಾಂಖ್ಯ,ಪರಿಚೆಪದ,(ಸಂ) ಸಂಖ್ಯೆಗೆ ಸಂಬಂಧಿಸಿದ
ಸಾಂಗ,ಹೆಸರುಪದ,"(ಸಂ) ೧ ಪರಿಪೂರ್ಣತೆ, ಸಮಗ್ರತೆ ೨ ಯೋಗ್ಯವಾದುದು, ಸರಿಯಾದುದು"
ಸಾಂಗ,ಪರಿಚೆಪದ,"(ಸಂ) ೧ ಅಂಗಗಳಿಗೆ ಸಂಬಂಧಿಸಿದ, ಆಂಗಿಕವಾದ ೨ ಪೂರ್ಣವಾದ, ಸಮಗ್ರವಾದ"
ಸಾಂಗತ್ಯ,ಹೆಸರುಪದ,"(ಸಂ) ೧ ಹೊಂದಾಣಿಕೆ, ಸಾಮರಸ್ಯ ೨ ಸಂಗತಿ, ವಿಚಾರ ೩ ಪದ್ಯದಲ್ಲಿ ನಾಲ್ಕು ಪಾದಗಳುಳ್ಳ ಒಂದು ಅಂಶಗಣ, ಛಂದಸ್ಸು"
ಸಾಂಗೋಪಾಂಗ,ಹೆಸರುಪದ,"(ಸಂ) ೧ ವಿಧಿವತ್ತಾದುದು, ಶಾಸ್ತ್ರೋಕ್ತವಾದುದು ೨ ಪೂರ್ಣವಾದುದು, ಸಮರ್ಪಕವಾದುದು"
ಸಾಂಗೋಪಾಂಗ,ಪರಿಚೆಪದ,"(ಸಂ) ಎಲ್ಲ ಭಾಗಗಳಿಂದ ಕೂಡಿದ, ಪೂರ್ಣವಾದ"
ಸಾಂತ್ವನ,ಹೆಸರುಪದ,"(ಸಂ) ೧ ಸಮಾಧಾನ, ಉಪಶಮನ ೨ ಸಮಾಧಾನದ ಮಾತು, ಸಂತೈಸುವಿಕೆಯ ನುಡಿ"
ಸಾಂದರ್ಭಿಕ,ಪರಿಚೆಪದ,"(ಸಂ) ಸಂದರ್ಭಕ್ಕೆ ಅನುಗುಣವಾದ, ಪ್ರಾಸಂಗಿಕವಾದ, ಉಚಿತವಾದ"
ಸಾಂದ್ರ,ಹೆಸರುಪದ,"(ಸಂ) ತೀವ್ರವಾದುದು, ಉತ್ಕಟವಾದುದು"
ಸಾಂದ್ರ,ಪರಿಚೆಪದ,"(ಸಂ) ೧ ದಟ್ಟವಾದ, ನಿಬಿಡವಾದ ೨ ಹೆಚ್ಚಾದ, ಅಧಿಕವಾದ ೩ ಮೃದುವಾದ, ನಯವಾದ"
ಸಾಂದ್ರತೆ,ಹೆಸರುಪದ,"= ನಿಬಿಡತೆ, ದಟ್ಟಣೆ"
ಸಾಂಪರಾಯ,ಹೆಸರುಪದ,"(ಸಂ) ೧ ಯುದ್ಧ, ಕಾಳಗ ೨ ಮುಂದಿನ ಬದುಕು, ಭವಿಷ್ಯ ೩ ಆಪತ್ತು, ಕೇಡು ೪ ಲೌಕಿಕ ಜೀವನ"
ಸಾಂಪರಾಯ,ಪರಿಚೆಪದ,(ಸಂ) ಯುದ್ಧಕ್ಕೆ ಸಂಬಂಧಿಸಿದ
ಸಾಂಪ್ರತ,ಹೆಸರುಪದ,"(ಸಂ) ಈಗಿನ ಕಾಲ, ವರ್ತಮಾನ ಕಾಲ"
ಸಾಂಪ್ರತ,ಪರಿಚೆಪದ,"(ಸಂ) ೧ ಈಗಿನ, ಸದ್ಯದ ೨ ತಕ್ಕುದಾದ"
ಸಾಂಪ್ರತ,ಅವ್ಯಯ,"(ಸಂ) ಈಗ, ಪ್ರಕೃತದಲ್ಲಿ"
ಸಾಂಪ್ರದಾಯ,ಹೆಸರುಪದ,"(ಸಂ) ೧ ಪದ್ಧತಿ, ವಾಡಿಕೆ ೨ ಒಂದು ನಿರ್ದಿಷ್ಟ ಸಂಪ್ರದಾಯಕ್ಕೆ ಸೇರಿದವನು, ಪರಂಪರೆಗೆ ಸೇರಿದವನು"
ಸಾಂಪ್ರದಾಯಿಕ,ಪರಿಚೆಪದ,"ಹಿಂದಿನಿಂದ ರೂಢಿಯಾಗಿ ಬಂದುದು, ಪರಂಪರಾಗತವಾಗಿ ಬಂದುದು; ರೂಢಿಯಿಂದ ಬಂದ, ಪರಂಪರಾನುಗತವಾದ"
ಸಾಂಬಾರ,ಹೆಸರುಪದ,"(<ಸಂ. ಸಂಭಾರ) ಮಸಾಲೆ ಪದಾರ್ಥ, ಉಪಸ್ಕರ"
ಸಾಂಬಾರು,ಹೆಸರುಪದ,"(<ಸಂ. ಸಂಭಾರ) ಒಂದು ಬಗೆಯ ಮೇಲೋಗರ, ಹುಳಿ"
ಸಾಂಬ್ರಾಣಿ,ಹೆಸರುಪದ,(<ಸಂ. ಸಾಮ್ರಾಣಿ) ೧ ಒಂದು ಬಗೆಯ ಸುಗಂಧದ್ರವ್ಯ ೨ ಒಂದು ದೇಶದ ಹೆಸರು ೩ ಆ ದೇಶದ ಪ್ರಸಿದ್ಧವಾದ ಕುದುರೆ
ಸಾಂಸಾರಿಕ,ಪರಿಚೆಪದ,"(ಸಂ) ೧ ಸಂಸಾರಕ್ಕೆ ಸಂಬಂಧಿಸಿದ, ಕುಟುಂಬಕ್ಕೆ ಸೇರಿದ ೨ ಲೌಕಿಕವಾದ, ಪ್ರಾಪಂಚಿಕವಾದ"
ಸಾಂಸ್ಕ,ಪರಿಚೆಪದ,"ತಿಕ (ಸಂ) ಸಂಸ್ಕೃತಿಗೆ ಸಂಬಂಧ ಪಟ್ಟ; ನಾಗರಿಕತೆ, ಬುದ್ಧಿ ವಿಕಾಸಗಳಿಗೆ ಸಂಬಂಧಿಸಿದ; ಸಂಭಾವಿತ"
ಸಾಕಣೆ,ಹೆಸರುಪದ,"(<ದೇ. ಸಾಕು + ಅಣೆ) ಸಾಕುವಿಕೆ, ಪಾಲಿಸುವಿಕೆ"
ಸಾಕಲ್ಯ,ಹೆಸರುಪದ,"(ಸಂ) ಸಂಪೂರ್ಣತೆ, ಸಮಗ್ರತೆ, ಒಟ್ಟು"
ಸಾಕಾರ,ಹೆಸರುಪದ,"(ಸಂ) ಆಕಾರವನ್ನು ಹೊಂದಿರುವಿಕೆ, ಆಕೃತಿ ಸಹಿತವಾಗಿರುವಿಕೆ"
ಸಾಕಾರ,ಪರಿಚೆಪದ,"(ಸಂ) ೧ ಆಕೃತಿಯುಳ್ಳ, ಆಕಾರ ಸಹಿತವಾದ ೨ ಸುಂದರವಾದ, ಮನೋಹರವಾದ"
ಸಾಕು,ಹೆಸರುಪದ,"(ದೇ) ಕೊನೆ, ಅಂತ್ಯ"
ಸಾಕು,ಎಸಕಪದ,"(ದೇ) ೧ ಬೆಳೆಸು, ಪೋಷಿಸು ೨ ಕಾಪಾಡು"
ಸಾಕು,ಅವ್ಯಯ,"(ದೇ) ೧ ಅಗತ್ಯ ಪೂರೈಸಿತು ಎಂದು ಸೂಚಿಸುವ ಒಂದು ಕ್ರಿಯಾರ್ಥಕಾವ್ಯಯ ೨ ಇನ್ನು ಬೇಡ, ನಿಲ್ಲಿಸು ಎಂಬರ್ಥವನ್ನು ಕೊಡುವ ಒಂದು ಕ್ರಿಯಾರ್ಥಕಾ ವ್ಯಯ ೩ ಆಗಬಹುದು, ಬರಬಹುದು ಎಂದು ಸಂಭಾವ್ಯತೆಯನ್ನು ಸೂಚಿಸುವ ಅವ್ಯಯ"
ಸಾಕುಪ್ರಾಣಿ,ಹೆಸರುಪದ,"= ಮನೆಗಳಲ್ಲಿ ಬೆಳೆಸಿ ಪಳಗಿಸಿದ ಬೆಕ್ಕು, ನಾಯಿ ಮೊ. ಪ್ರಾಣಿ"
ಸಾಕುಮಗ,ಹೆಸರುಪದ,= ಪಾಲಿತಪುತ್ರ
ಸಾಕುಮಾಡು,ಎಸಕಪದ,"= ೧ ನಿಲ್ಲಿಸು, ಮುಗಿಸು ೨ ಸಾಲುವಂತೆ ಮಾಡು, ಅಗತ್ಯವನ್ನು ಪೂರೈಸುವಂತೆ ಮಾಡು ೩ ಆಯಾಸಪಡಿಸು, ದಣಿಸು"
ಸಾಕೂತ,ಪರಿಚೆಪದ,"(ಸಂ) ಉದ್ದೇಶಪೂರ್ವಕವಾದ, ಇಂಗಿತವುಳ್ಳ"
ಸಾಕೇತ,ಹೆಸರುಪದ,"(ಸಂ) ೧ ಮನೆಗಳಿಂದ ಕೂಡಿದುದು ೨ ಕೋಸಲ ದೇಶದ ರಾಜಧಾನಿ, ಅಯೋಧ್ಯೆ"
ಸಾಕ್ಷರ,ಹೆಸರುಪದ,"(ದೇ) ೧ ಅಕ್ಷರಸ್ಥ ೨ ಪಂಡಿತ, ವಿದ್ವಾಂಸ"
ಸಾಕ್ಷರ,ಪರಿಚೆಪದ,(ದೇ) ಅಕ್ಷರಗಳಿಂದ ಕೂಡಿದ
ಸಾಕ್ಷರತಾ,ಹೆಸರುಪದ,ಆಂದೋಲನ = ಜನತೆಗೆ ಅಕ್ಷರಾಭ್ಯಾಸ ಮಾಡಿಸುವ ಕ್ರಾಂತಿ
ಸಾಕ್ಷರತೆ,ಹೆಸರುಪದ,"= ಓದು ಬರಹಗಳನ್ನು ತಿಳಿದಿರುವಿಕೆ, ಅಕ್ಷರಜ್ಞಾನ ಹೊಂದಿರುವಿಕೆ"
ಸಾಕ್ಷರಿಕ,ಹೆಸರುಪದ,"= ವಿದ್ವಾಂಸ, ಜ್ಞಾನಿ, ಪಾಂಡಿತ್ಯವನ್ನುಳ್ಳವನು"
ಸಾಕ್ಷಾತ್ಕರಿಸು,ಎಸಕಪದ,"(<ಸಂ. ಸಾಕ್ಷಾತ್ಕಾರ + ಇಸು) ಪ್ರತ್ಯಕ್ಷವಾಗುವಂತೆ ಮಾಡು, ಎದುರಿಗೆ ಗೋಚರಿಸುವಂತೆ ಮಾಡು"
ಸಾಕ್ಷಾತ್ಕಾರ,ಹೆಸರುಪದ,"(ಸಂ) ೧ ಕಣ್ಣಿಗೆ ಕಾಣಿಸುವುದು ೨ (ಆಧ್ಯಾತ್ಮಿಕವಾದ) ಜ್ಞಾನದ ಅನುಭವ, ಅರಿವು"
ಸಾಕ್ಷಾತ್ತು,ಹೆಸರುಪದ,"(<ಸಂ. ಸಾಕ್ಷಾತ್) ಸ್ವಂತ, ಸ್ವಕೀಯ, ಸ್ವತಃ"
ಸಾಕ್ಷಿ,ಹೆಸರುಪದ,"(ಸಂ) ೧ ಪುರಾವೆ, ರುಜುವಾತು ೨ ಕಣ್ಣಿಂದ ನೋಡಿದವನು, ಪುರಾವೆದಾರ"
ಸಾಕ್ಷಿಕಟ್ಟೆ,ಹೆಸರುಪದ,ನ್ಯಾಯಾಲಯಗಳಲ್ಲಿ ಸಾಕ್ಷಿದಾರನು ಪುರಾವೆಗಳನ್ನೊದಗಿಸಲು ನಿಲ್ಲುವ ಕಟಕಟೆ
ಸಾಕ್ಷಿಗಾರ,ಹೆಸರುಪದ,"(ನ್ಯಾಯಾಲಯ ಮುಂ. ಕಡೆಗಳಲ್ಲಿ) ಸಾಕ್ಷಿ ಹೇಳುವವನು, ರುಜುವಾತು ಪಡಿಸುವವನು"
ಸಾಕ್ಷಿಹೇಳು,ಎಸಕಪದ,"= ರುಜುವಾತು ಮಾಡು, ಪ್ರಮಾಣೀಕರಿಸು"
ಸಾಕ್ಷ್ಯ,ಹೆಸರುಪದ,"(ಸಂ) ೧ ಸಾಕ್ಷಿ, ರುಜುವಾತು, ಪುರಾವೆ ೨ ಪುರಾವೆ ನೀಡಿದುದು, ಸಾಕ್ಷಿ ನೀಡಿದುದು"
ಸಾಗಡೆ,ಹೆಸರುಪದ,"(<ಮರಾ. ಸಾಂಗಡ) ಒಂದು ಬಗೆಯ ಜೋಡುದೋಣಿ, ತೆಪ್ಪ"
ಸಾಗಣೆ,ಹೆಸರುಪದ,"(ದೇ) (ಒಂದು ಸ್ಥಳದಿಂದ ಬೇರೊಂದು ಸ್ಥಳಕ್ಕೆ) ಕಳುಹಿಸುವಿಕೆ, ರವಾನಿಸುವಿಕೆ"
ಸಾಗರ,ಹೆಸರುಪದ,"(ಸಂ) ೧ ಕಡಲು ೨ ಕೆರೆ, ಜಲಾಶಯ ೩ ನಾಲ್ಕು ಮತ್ತು ಏಳು ಎಂಬ ಸಂಖ್ಯೆಗಳ ಸಂಕೇತ ೪ ಒಂದು ದೊಡ್ಡ ಸಂಖ್ಯೆ ೫ ಒಂದು ದೀರ್ಘ ಕಾಲ ಮಾನ"
ಸಾಗರಬೀಳು,ಎಸಕಪದ,"(ದೇ) ಆತುರದಲ್ಲಿ ಮೈಚಾಚಿ ಮುಂದೆ ಬೀಳು, ಇದ್ದಕ್ಕಿದ್ದ ಹಾಗೆ ಮುಗಿಬೀಳು, ಅಂಗಲಾಚು"
ಸಾಗಾಣಿಕೆ,ಹೆಸರುಪದ,"(<ದೇ. ಸಾಗು + ಅಣೆ + ಇಕೆ) ೧ ಸಾಗಣೆ ೨ ನಿರ್ವಹಿಸುವುದು, ನಿರ್ವಹಣೆ"
ಸಾಗಿಸು,ಎಸಕಪದ,"(ದೇ) ೧ ಹೋಗುವಂತೆ ಮಾಡು, ಕಳುಹಿಸು, ರವಾನಿಸು ೨ ನಿಭಾಯಿಸು ೩ ಪೋಷಿಸು ೪ ರಕ್ಷಿಸು, ಜೋಪಾನ ಮಾಡು ೫ (ಮಗುವನ್ನು) ಎತ್ತಿಕೊಳ್ಳು ೬ ಒಪ್ಪಿಸು, ವಹಿಸಿಕೊಡು ೭ ವೃದ್ಧಿಗೊಳಿಸು, ಹೆಚ್ಚಿಸು ೮ ಪ್ರಾರಂಭಿಸು, ತೊಡಗು ೯ ವ್ಯವಸಾಯ ಮಾಡು, ಕೃಷಿ ಮಾಡು ೧೦ ಲಲ್ಲೈಸು, ಓಲೈಸು ೧೧ ಸರಿಪಡಿಸು"
ಸಾಗು,ಹೆಸರುಪದ,"(ದೇ) ೧ ನಡವಳಿಕೆ, ನಡತೆ ೨ ವ್ಯವಸಾಯ, ಕೃಷಿ ೩ ವ್ಯವಸಾಯದ ಭೂಮಿ ೪ ಸಾಗುವಳಿಯ ಜಮೀನು; (<ಹಿಂ. ಸಾಗ್) ಅನೇಕ ಬಗೆಯ ತರಕಾರಿಗಳನ್ನು ಸೇರಿಸಿ ಮಾಡುವ ಒಂದು ಬಗೆಯ ಮೇಲೋಗರ"
ಸಾಗು,ಎಸಕಪದ,"(ದೇ) ೧ ಮುಂದಕ್ಕೆ ಹೋಗು, ಚಲಿಸು ೨ ನೆರವೇರು, ಜರುಗು ೩ ಆಗು ೪ (ಕಾಲ ಹಾದಿ ಮುಂ.ವು) ಕಳೆ, ವ್ಯತೀತವಾಗು ೫ ಕಳೆದುಹೋಗು, ಇಲ್ಲವಾಗು ೬ ನಡೆ, ಪರಿಣಾಮ ಬೀರು ೭ ಪ್ರವಹಿಸು, ಹರಿ ೮ ಹಿಗ್ಗು, ವಿಸ್ತಾರವಾಗು ೯ ನೀಡು, ಚಾಚು"
ಸಾಗುವಳಿ,ಹೆಸರುಪದ,"(ದೇ) ಬೇಸಾಯ, ಕೃಷಿ"
ಸಾಚಾ,ಹೆಸರುಪದ,"(<ಹಿಂ. ಸಚ್) ೧ ನಿಜವಾದುದು, ದಿಟವಾದುದು ೨ ನಂಬಿಕೆಗೆ ಅರ್ಹನಾದ ವ್ಯಕ್ತಿ, ಪ್ರಾಮಾಣಿಕ ಮನುಷ್ಯ"
ಸಾಚಾ,ಪರಿಚೆಪದ,"(<ಹಿಂ. ಸಚ್) ೧ ನಿಜವಾದ, ದಿಟವಾದ ೨ ಕೃತ್ರಿಮವಲ್ಲದ, ನಿಷ್ಕಪಟವಾದ"
ಸಾಚಿ,ಹೆಸರುಪದ,"(ಸಂಸ್ಕೃತದಲ್ಲಿ ಇದು ಒಂದು ಅವ್ಯಯ) ೧ ಒಂದು ಮಗ್ಗುಲಿನಿಂದ ಕಾಣುವ ನೋಟ, ಆಕೃತಿ, ಪಾರ್ಶ್ವದೃಶ್ಯ ೨ (ಚಿತ್ರ ಶಾಸ್ತ್ರದಲ್ಲಿ) ಒಂದು ಮಗ್ಗುಲಿನಿಂದ ಕಾಣುವ ಮುಖದ ದೃಶ್ಯ, ಪಾರ್ಶ್ವಚಿತ್ರ"
ಸಾಚಿ,ಅವ್ಯಯ,(ಸಂಸ್ಕೃತದಲ್ಲಿ ಇದು ಒಂದು ಅವ್ಯಯ) ವಕ್ರವಾಗಿ
ಸಾಚೀಕೃತ,ಪರಿಚೆಪದ,"= ೧ ವಕ್ರಗೊಳಿಸಿದ, ಡೊಂಕುಗೊಳಿಸಿದ ೨ ತಿರುಚಿದ, ವಿರೂಪಗೊಳಿಸಿದ ೩ ತಪ್ಪಾಗಿ ನಿರೂಪಿಸಿದ, ಅಪಾರ್ಥ ಮಾಡಿದ ೪ ಪಕ್ಕಕ್ಕೆ ತಿರುಗಿದ, ಪಾರ್ಶ್ವಕ್ಕೆ ಹೊರಳಿದ"
ಸಾಜ,ಹೆಸರುಪದ,"(<ಸಂ. ಸಹಜ) ೧ ಸಹಜವಾದುದು, ಸ್ವಾಭಾವಿಕವಾದುದು ೨ ನಿಜ, ದಿಟ ೩ ಸರಳವಾದುದು, ನಿರಾಡಂಬರವಾದುದು ೪ ಸತ್ಯವಂತ, ಪ್ರಾಮಾಣಿಕ"
ಸಾಜ,ಪರಿಚೆಪದ,"(<ಸಂ. ಸಹಜ) ೧ ಸಹಜವಾದ, ಸ್ವಾಭಾವಿಕವಾದ ೨ ನಿಜವಾದ, ದಿಟವಾದ"
ಸಾಟಿ,ಹೆಸರುಪದ,"(ದೇ) ೧ ಎಣೆ, ಸಮಾನ ೨ ಹೋಲಿಕೆ, ತುಲನೆ; (<ಸಂ. ಶ್ಯಾಟೀ) ಸಂನ್ಯಾಸಿಗಳು ಧರಿಸುವ ಕಾವಿ ಬಣ್ಣದ ವಸ್ತ್ರ, ಕಾವಿಶಾಟಿ; (<ಮರಾ. ಸಾಟ) (ವ್ಯಾಪಾರದಲ್ಲಿ) ವಸ್ತುವಿನಿಮಯ; ಅದಲು ಬದಲು ಮಾಡಿಕೊಳ್ಳುವಿಕೆ; ಚಿರೋಟಿ, ಚಪಾತಿ ಮುಂ.ವುಗಳ ಹಾಳೆಗಳ ನಡುವೆ ಜಿಡ್ಡು ಸವರಿ ಮಡಿಸಿ, ಮತ್ತೆ ಲಟ್ಟಿಸಿ ಪದರಗಳು ಬರುವಂತೆ ಮಾಡುವಿಕೆ"
ಸಾಠಾ,ಹೆಸರುಪದ,"(<ಮರಾ. ಸಾಂಠಾ) ಸಂಗ್ರಹ, ಶೇಖರಣೆ"
ಸಾಡೇಸಾತ್,ಹೆಸರುಪದ,"(<ಹಿಂ. ಮರಾ. ಸಾಡೇಸಾತಿ) ೧ ಏಳೂವರೆ ೨ ಏಳೂವರೆ ವರ್ಷಗಳ ಕಾಲ ಕಾಡುವು ದೆನ್ನಲಾದ ಶನಿ, ಅನಿಷ್ಟ, ಏಳರಾಟ ೩ ಅನಿಷ್ಟ ವ್ಯಕ್ತಿ, ಕೆಟ್ಟ ವ್ಯಕ್ತಿ"
ಸಾಣ,ಹೆಸರುಪದ,(<ಸಂ. ಸಾಧನ) ೧ ಒಂದು ಬಗೆಯ ಕತ್ತಿ ೨ ಗರಡಿ ಮನೆಯಲ್ಲಿ ಅಂಗಸಾಧನೆ ಮಾಡಲು ಬಳಸುವ ಒಂದು ಬಗೆಯ ಸಾಧನ
ಸಾಣಿ,ಹೆಸರುಪದ,"(<ಸಂ. ಸಾಹಣಿ) ಆನೆ ಮತ್ತು ಕುದುರೆಗಳನ್ನು ಪಳಗಿಸುವವನು, ಕಾಸ್ತಾರ, ಸಾಹಣಿ"
ಸಾಣಿಗ,ಹೆಸರುಪದ,"(<ಸಾಣೆ + ಇಗ) ೧ ಸಾಣೆ ೨ ಆಯುಧಗಳನ್ನು ಸಾಣೆ ಹಿಡಿಯುವವನು, ಮಸೆದು ಹರಿತಗೊಳಿ ಸುವವನು ಸಾಣಿಗೆ (<ಸಂ. ಶಾಣ) (ಸಾ) ೧ ಸಾಣೆಯ ಕಲ್ಲು, ಗಂಧ ತೇಯುವ ಕಲ್ಲು ೨ ಜರಡಿ, ಒಂದರಿ"
ಸಾಣೆ,ಹೆಸರುಪದ,"(<ಸಂ. ಶಾಣ) ೧ ಗಂಧವನ್ನು ತೇಯುವ ಕಲ್ಲು, ಗಂಧದ ಕಲ್ಲು ೨ ಆಯುಧ ಮೊ.ವನ್ನು ಹರಿತಗೊಳಿಸಲು ಮಸೆಯುವ ಕಲ್ಲು, ಉಜ್ಜುವ ಕಲ್ಲು ೩ (ಚಿನ್ನ, ಬೆಳ್ಳಿ ಮುಂ.ವನ್ನು) ಪರೀಕ್ಷಿಸುವ ಕಲ್ಲು, ಓರೆಗಲ್ಲು, ನಿಕಷ ೪ ಮಸೆಗಲ್ಲಿನ ಮೇಲೆ ಮಸೆಯುವಿಕೆ, ಸಾಣೆ ಹಿಡಿಯುವಿಕೆ ೫ ಒಂದು ಬಗೆಯ ಕತ್ತಿ"
ಸಾಣೆಕಲ್ಲು,ಹೆಸರುಪದ,"ಒರೆಗಲ್ಲು, ನಿಕಷ"
ಸಾಣೆಯಿಕ್ಕು,ಎಸಕಪದ,"= ೧ ಮಸೆಗಲ್ಲಿನ ಮೇಲೆ ಉಜ್ಜಿ ಆಯುಧವನ್ನು - ಹರಿತಗೊಳಿಸು, ಸಾಣೆಹಿಡಿ ೨ ಮಸೆ ಗಲ್ಲಿನ ಮೇಲೆ ಉಜ್ಜಿ - ನಯಗೊಳಿಸು, ನುಣುಪುಗೊಳಿಸು"
ಸಾಣೆಹಿಡಿ,ಎಸಕಪದ,= ಆಯುಧವನ್ನು ಮಸೆಗಲ್ಲಿನ ಮೇಲೆ ಉಜ್ಜಿ ಹರಿತಗೊಳಿಸು
ಸಾತತ್ಯ,ಹೆಸರುಪದ,"(ಸಂ) ನಿರಂತರವಾಗಿರುವುದು, ಎಡೆ ಬಿಡದೆ ಇರುವುದು"
ಸಾತ್ತ್ವಿಕ,ಹೆಸರುಪದ,"(ಸಂ) ೧ ಸಾತ್ವಿಕ, ರಾಜಸ ಮತ್ತು ತಾಮಸ ಎಂಬ ಮೂರು ಬಗೆಯ ಗುಣಗಳಲ್ಲಿ ಒಂದು, ಸತ್ವಯುಕ್ತವಾದ ಗುಣ ೨ ಒಳ್ಳೆಯ ಗುಣಗಳಿಂದ ಕೂಡಿದವನು, ಸಾಧು ಸ್ವಭಾವದವನು ೩ (ಕಾವ್ಯ ಮೀಮಾಂಸೆಯಂತೆ) ಮೂರು ಬಗೆಯ ಭಾವಗಳಲ್ಲಿ ಒಂದು, ಆಂತರಿಕ ಭಾವನೆ, ಉದ್ವೇಗ ಮೊ.ವುಗಳ ಬಾಹ್ಯ ಸೂಚನೆ ೪ (ನಾಟ್ಯಕ್ಕೆ ಸಂಬಂಧಿಸಿದಂತೆ) ನಾಲ್ಕು ಬಗೆಯ ಅಭಿನಯಗಳಲ್ಲಿ ಒಂದು, ಎಂಟು ಬಗೆಯ ಸಾತ್ವಿಕ ಭಾವಗಳ ಅಭಿನಯ"
ಸಾತ್ತ್ವಿಕ,ಪರಿಚೆಪದ,"(ಸಂ) ಸತ್ವಗುಣದಿಂದ ಕೂಡಿದ, ಒಳ್ಳೆಯ ಗುಣವನ್ನು ಹೊಂದಿದ"
ಸಾತ್ವತಿ,ಹೆಸರುಪದ,"(ಸಂ) ಕಾವ್ಯ ನಾಟಕಗಳ ನಾಯಕನ ಸ್ವಭಾವವನ್ನು ತಿಳಿಸುವ ನಾಲ್ಕು ಬಗೆಯ ವೃತ್ತಿಗಳಲ್ಲಿ ಒಂದು; ಸತ್ಯ, ಶೌರ್ಯ, ತ್ಯಾಗ, ಉಲ್ಲಾಸ ಮುಂ.ವುಗಳಿಂದ ಕೂಡಿರುವುದು"
ಸಾತ್ವಿಕ,ಹೆಸರುಪದ,"(ಸಂ) ಸತ್ವಗುಣಗಳಿಂದ ಕೂಡಿದುದು, ಒಳ್ಳೆಯದು, ಋಜುವಾದುದು; ಗುಣ ಸತ್ವಯುತವಾದ ಗುಣ, ಒಳ್ಳೆಯತನ, ಸತ್ಯಸಂಧತೆ"
ಸಾದರ,ಹೆಸರುಪದ,"(<ಅರ. ಹಿಂ. ಸಾದಿರ್) ೧ ಬಂದುದು, ತಲುಪಿದುದು ೨ ಪ್ರಕಟಪಡಿಸುವುದು; (ಸಂ) ಗೌರವ, ಮನ್ನಣೆ, ಆದರ"
ಸಾದರ,ಪರಿಚೆಪದ,(ಸಂ) ಆದರದಿಂದ ಕೂಡಿದ
ಸಾದರಪಡಿಸು,ಎಸಕಪದ,"= ಪ್ರಕಟಪಡಿಸು, ಹಾಜರು ಪಡಿಸು, ಮಂಡಿಸು"
ಸಾದಾ,ಹೆಸರುಪದ,"(<ಪಾರ. ಸಾದ) ಸಾಧಾರಣವಾದುದು, ಸರಳವಾದುದು"
ಸಾದಾ,ಪರಿಚೆಪದ,"(<ಪಾರ. ಸಾದ) ಸಾಧಾರಣವಾದ, ಸಾಮಾನ್ಯವಾದ"
ಸಾದಿ,ಹೆಸರುಪದ,"(ಸಂ) ೧ ಕುದುರೆಯ ಸವಾರ, ರಾವುತ ೨ ಆನೆಯ ಸವಾರ, ಮಾವುತ ೩ ರಥವನ್ನು ನಡೆಸುವವನು, ಸಾರ ೪ ಆದಿಯುಳ್ಳುದು, ಅನಾದಿಯಲ್ಲದುದು"
