word,wordtype,meaning
ಅಕ್ಕ,ಹೆಸರುಪದ,(ದೇ) ಹಿರಿಯ ಸಹೋದರಿ
ಅಕ್ಕಚ್ಚು,ಹೆಸರುಪದ,"(ದೇ) ಮುಸುರೆ ನೀರು, ಕಲಗಚ್ಚು, ಅಕ್ಕಿ ತೊಳೆದ ನೀರು"
ಅಕ್ಕಜ,ಹೆಸರುಪದ,(ದೇ) ೧ ಹೊಟ್ಟೆಕಿಚ್ಚು ೨ ಆಶ್ಚರ್ಯ ೩ ಪ್ರೀತಿ
ಅಕ್ಕಡಿ,ಹೆಸರುಪದ,(ದೇ) ೧ ಹೊಲದಲ್ಲಿ ಎರಡು ಸಾಲುಗಳ ನಡುವೆ ಇತರ ಧಾನ್ಯವನ್ನು ಬೆಳೆಯುವುದಕ್ಕಾಗಿ ಮಾಡಿದ ಸಾಲು ೨ ಆ ಸಾಲಿನಲ್ಲಿ ಬಿತ್ತುವ ಧಾನ್ಯ
ಅಕ್ಕಣಿ,ಹೆಸರುಪದ,(ದೇ) ೧ ಕಾಳು ತೆಗೆದ ಜೋಳದ ತೆನೆ ೨ ಮಗ್ಗದಲ್ಲಿ ಹಾಸು ಹೊಕ್ಕುಗಳ ಹೊಂದಿಕೆ
ಅಕ್ಕರ,ಹೆಸರುಪದ,(<ಸಂ. ಅಕ್ಷರ) ೧ ವಿದ್ಯೆ ೨ ಪದ್ಯ ಜಾತಿಯಲ್ಲಿ ಒಂದು ಬಗೆ
ಅಕ್ಕರೆ,ಹೆಸರುಪದ,(ದೇ) ಪ್ರೀತಿ
ಅಕ್ಕಲು,ಹೆಸರುಪದ,"(ಪಾರ) ಬುದ್ಧಿ, ವಿವೇಕ"
ಅಕ್ಕಸ,ಹೆಸರುಪದ,(<ಸಂ. ಆಕ್ರೋಶ) ೧ ಕನಿಕರದಿಂದ ಕೂಡಿದ ಕಳವಳ ೨ ರೋಷ
ಅಕ್ಕಿ,ಹೆಸರುಪದ,(ದೇ) ೧ ಬತ್ತದ ಹೊಟ್ಟು ತೆಗೆದ ಮೇಲೆ ಉಳಿಯುವ ಕಾಳು ೨ ಮಂತ್ರಾಕ್ಷತೆ
ಅಕ್ಕಿಗರ್ಚು,ಹೆಸರುಪದ,"ಅಕ್ಕಿ ತೊಳೆದ ನೀರು, ಕಲಗಚ್ಚು"
ಅಕ್ಕಿಪಡಿ,ಹೆಸರುಪದ,ಅಡಿಗೆ ಮಾಡಿಕೊಳ್ಳಲು ಕೊಡುವ ಸಾಮಾನು
ಅಕ್ಕಿಬೋಜ,ಹೆಸರುಪದ,ಅಕ್ಕಿಯಿಂದ ಮಾಡಿದ ಒಂದು ಬಗೆಯ ಮದ್ಯ
ಅಕ್ಕುಳಿಸು,ಎಸಕಪದ,(ದೇ) ೧ (ಹೊಟ್ಟೆ) ಒಳಕ್ಕೆ ಇಳಿ ೨ ಹೆದರು ೩ ಹಿಂದೆಗೆ
ಅಕ್ಕೆ,ಹೆಸರುಪದ,(<ದೇ. ಅಪ್ಕೆ) ಅಳುವಿಕೆ
ಅಕ್ಷ,ಹೆಸರುಪದ,(ಸಂ) ೧ ಪಗಡೆ ಆಟದ ದಾಳ ೨ ಪಗಡೆಯ ಕಾಯಿ ೩ ಪಗಡೆಯ ಜೂಜು ೪ ರಥದ ಅಚ್ಚು ೫ ಗಾಡಿ ೬ ಕಣ್ಣು ೭ ಇಂದ್ರಿಯ ೮ ಮೈಲುತುತ್ತ ೯ ಆತ್ಮ ೧೦ ಪುಷ್ಪಪಾತ್ರ ೧೧ ಹಾವು ೧೨ ಗರುಡ ೧೩ ಹುಟ್ಟು ಕುರುಡ ೧೪ ತಕ್ಕಡಿಯ ದಂಡಿಗೆ ೧೫ ಜಪಮಾಲೆ ಮಾಡುವ ಒಂದು ಬಗೆಯ ಬೀಜ ೧೬ ಭೂಗೋಳದ ಕಾಲ್ಪನಿಕ ರೇಖೆ
ಅಕ್ಷತ(ತೆ),ಹೆಸರುಪದ,(<ಸಂ. ಅಕ್ಷತಾ) ೧ ಮೊನೆ ಮುರಿಯದ ಅಕ್ಕಿ ೨ ಮಂತ್ರಾಕ್ಷತೆ ೩ ಹಣೆಯಲ್ಲಿ ಇಟ್ಟುಕೊಳ್ಳುವ ಬೊಟ್ಟು
ಅಕ್ಷತ(ತೆ),ಪರಿಚೆಪದ,"(<ಸಂ. ಅಕ್ಷತಾ) ಮುರಿಯದ, ಮುಕ್ಕಾಗದ"
ಅಕ್ಷತಾರೋಪಣೆ,ಹೆಸರುಪದ,ವಧೂವರರನ್ನು ಆಶೀರ್ವದಿಸಿ ಅಕ್ಷತೆ ಹಾಕುವುದು
ಅಕ್ಷಮ,ಹೆಸರುಪದ,(ಸಂ) ಅಸಮರ್ಥವಾದುದು
ಅಕ್ಷಮಾಲೆ,ಹೆಸರುಪದ,ಜಪಮಾಲೆ
ಅಕ್ಷಮ್ಯ,ಪರಿಚೆಪದ,(ಸಂ) ಕ್ಷಮಿಸಲಾಗದ
ಅಕ್ಷಯ,ಹೆಸರುಪದ,"(ಸಂ) ೧ ಕ್ಷಯವಿಲ್ಲದುದು, ಬರಿದಾ ಗದುದು ೨ ಪರಮಾತ್ಮ ೩ ಮೋಕ್ಷ ೪ ಒಂದು ಬಗೆಯ ಧಾನ್ಯ ೫ ಅರವತ್ತು ಸಂವತ್ಸರಗಳಲ್ಲಿ ಒಂದು"
ಅಕ್ಷಯಪಾತ್ರೆ,ಪರಿಚೆಪದ,ಬರಿದಾಗದ ಪಾತ್ರೆ
ಅಕ್ಷರ,ಹೆಸರುಪದ,"(ಸಂ) ೧ ಅಕಾರ ಮೊದಲಾದ ವರ್ಣ ೨ ಲಿಪಿ, ಬರೆಹ ೩ ಬ್ರಹ್ಮ ೪ ವಿಷ್ಣು ೫ ಮೋಕ್ಷ ೬ ನೀರು ೭ ಆಕಾಶ ೮ ತಪಸ್ಸು ೯ ಶಿವ; ವಿದ್ಯೆ ೧ ಓದು ಬರಹ ೨ ಬ್ರಹ್ಮವಿದ್ಯೆ"
ಅಕ್ಷರ,ಪರಿಚೆಪದ,(ಸಂ) ನಾಶವಿಲ್ಲದ
ಅಕ್ಷರಜ್ಞ,ಹೆಸರುಪದ,"ಓದು, ಬರಹ ಬಲ್ಲವನು; ವಿದ್ಯಾವಂತ"
ಅಕ್ಷರಮಾಲೆ,ಪರಿಚೆಪದ,"ಒಂದು ಭಾಷೆಯಲ್ಲಿಯ ಎಲ್ಲ ವರ್ಣಗಳ ಅನುಕ್ರಮದ ಯಾದಿ, ವರ್ಣಮಾಲೆ"
ಅಕ್ಷಹೃದಯ,ಹೆಸರುಪದ,ಪಗಡೆಯ ಆಟದ ಗುಟ್ಟು
ಅಕ್ಷಾಂಶ,ಹೆಸರುಪದ,"(ಸಂ) ಅಕ್ಷರೇಖೆಯ ಒಂದು ಭಾಗ, ಭೂಗೋಳದ ಮೇಲೆ ಕಲ್ಪಿಸಿದ ವೃತ್ತಾಕಾರದ ರೇಖೆ"
ಅಕ್ಷಾವಳಿ,ಹೆಸರುಪದ,ಜಪಸರ
ಅಕ್ಷಿ,ಹೆಸರುಪದ,"(ಸಂ) ೧ ಕಣ್ಣು ೨ ತೂತು, ರಂಧ್ರ"
ಅಕ್ಷೋ(ಕ್ಷೌ)ಹಿಣಿ,ಹೆಸರುಪದ,"(ಸಂ) ೨೧,೮೭೦ ಆನೆ; ೨೧,೮೭೦ ರಥ; ೬೫,೬೧೦ ಕುದುರೆ; ೧,೦೯,೩೫೦ ಕಾಲಾಳುಗಳಿರುವ ಸೈನ್ಯ"
ಅಖಂಡ,ಪರಿಚೆಪದ,"(ಸಂ) ಇಡಿಯಾದ, ಪೂರ್ತಿಯಾದ, ಸಂಪೂರ್ಣವಾದ"
ಅಖರ್ವ,ಪರಿಚೆಪದ,(ಸಂ) ೧ ಕುಳ್ಳಲ್ಲದ ೨ ಮಹತ್ತಾದ
ಅಖಿಲ,ಪರಿಚೆಪದ,"(ಸಂ) ಇಡಿಯಾದ, ಸಮಗ್ರವಾದ"
ಅಗ,ಹೆಸರುಪದ,(ಸಂ) ೧ ಬೆಟ್ಟ ೨ ಮರ ೩ ಹಾವು ೪ ಸೂರ್ಯ
ಅಗಚಾಟಲು(ಲೆ),ಹೆಸರುಪದ,"(ದೇ) ತೊಂದರೆ, ಹಿಂಸೆ, ಇಕ್ಕಟ್ಟು"
ಅಗಜಾತೆ,ಪರಿಚೆಪದ,ಪಾರ್ವತಿ
ಅಗಡು,ಹೆಸರುಪದ,(ದೇ) ತುಂಟತನ
ಅಗಣಿ(ಳಿ),ಹೆಸರುಪದ,(ದೇ) ೧ ಚಿಲುಕ ೨ ಕದವನ್ನು ತೆಗೆಯಲಾಗದಂತೆ ತಡೆಯುವ ಅಡ್ಡಮರ
ಅಗಣಿತ,ಹೆಸರುಪದ,(ಸಂ) ೧ (ಸҾಮರ್ಥ್ಯದಲ್ಲಿ) ಎಣಿಕೆಗೆ ಮೀರಿದವನು ೨ ಸಮೂಹ
ಅಗಣಿತ,ಪರಿಚೆಪದ,"(ಸಂ) ಲೆಕ್ಕವಿಲ್ಲದ, ಎಣಿಕೆಗೆ ಮೀರಿದ"
ಅಗಣ್ಯ,ಪರಿಚೆಪದ,(ಸಂ) ೧ ಎಣಿಸಲಾಗದ ೨ ಗಣನೆಗೆ ಬಾರದ
ಅಗತೆ,ಹೆಸರುಪದ,"(ದೇ) ತೋಡುವುದು, ಅಗೆಯುವುದು"
ಅಗತ್ಯ,ಹೆಸರುಪದ,(ದೇ) ೧ ಆವಶ್ಯಕತೆ ೨ ಪ್ರಬಲವಾದ ಕೊರತೆ
ಅಗದೀ,ಅವ್ಯಯ,(ಮರಾ) ಪೂರ್ತಿಯಾಗಿ
ಅಗಮ್ಯ,ಪರಿಚೆಪದ,"(ಸಂ) ೧ ಹೋಗಿ ಸೇರಲಾಗದ, ಮುಟ್ಟಲಸಾಧ್ಯವಾದ ೨ ಬುದ್ಧಿಗೆಟುಕದ"
ಅಗರಬತ್ತಿ,ಪರಿಚೆಪದ,ಊದುಬತ್ತಿ
ಅಗರು,ಹೆಸರುಪದ,(ದೇ) ಒಂದು ಜಾತಿಯ ಸುಗಂಧದ ಮರ
ಅಗಲಿಸು,ಹೆಸರುಪದ,ಊಟದ ತಟ್ಟೆ
ಅಗಲಿಸು,ಪರಿಚೆಪದ,ಬೇರ್ಪಡಿಸು
ಅಗಲ್(ಲು),ಎಸಕಪದ,"(ದೇ) ೧ ಬಿಟ್ಟುಹೋಗು, ತೊರೆ ೨ ವಿಶಾಲವಾಗು"
ಅಗಳ್ತೆ,ಹೆಸರುಪದ,(ದೇ) ಕಂದಕ
ಅಗಳ್ತೆ,ಎಸಕಪದ,"(ದೇ) ಅಗೆ, ತೋಡು"
ಅಗಸ,ಹೆಸರುಪದ,(ದೇ) ಬಟ್ಟೆ ಮಡಿ ಮಾಡುವವನು; ಮಡಿವಾಳ
ಅಗಸೆ,ಹೆಸರುಪದ,"(ದೇ) ೧ಊರ ಹೆಬ್ಬಾಗಿಲು, ಮಹಾದ್ವಾರ ೨ ಒಂದು ಬಗೆಯ ಗಿಡ"
ಅಗಾಡಿ,ಹೆಸರುಪದ,(ಹಿಂ) ೧ ಮುಂಭಾಗ ೨ ಕುದುರೆಯ ಮುಂಗಾಲುಗಳನ್ನು ಕಟ್ಟುವ ಹಗ್ಗ ೩ ಲಗಾಮಿನ ಹಗ್ಗ
ಅಗಾಧ,ಹೆಸರುಪದ,"(ಸಂ) ಗುಳಿ, ಗುಂಡಿ"
ಅಗಾಧ,ಪರಿಚೆಪದ,(ಸಂ) ಆಳವಾದ
ಅಗಾವು,ಪರಿಚೆಪದ,(ಹಿಂ) ಮುಂಗಡವಾಗಿ ಕೊಡುವ
ಅಗಿ,ಎಸಕಪದ,(ದೇ) ೧ ಹೆದರು ೨ ಸಂತೋಷಪಡು ೩ ಕಚ್ಚು ೪ ಅಲುಗಾಡು ೫ ಆವರಿಸು ೬ ಜಗಿ
ಅಗಿಲ್(ಲು),ಹೆಸರುಪದ,"(ದೇ) ೧ ಒಂದು ಬಗೆಯ ಸುಗಂಧದ ಮರ ೨ ಪರಿಮಳ, ಸುಗಂಧ"
ಅಗುಂತಿ,ಹೆಸರುಪದ,(ದೇ) ೧ ಹೆಚ್ಚಳ ೨ ರಾಶಿ
ಅಗುಂದಲೆ,ಹೆಸರುಪದ,"(ದೇ) ಹೆಚ್ಚಳ, ಅತಿಶಯ"
ಅಗುಚು,ಎಸಕಪದ,(ದೇ) (ಕಂಕುಳಲ್ಲಿ) ಇರುಕು
ಅಗುರ್ಬು(ರ್ವು),ಹೆಸರುಪದ,(ದೇ) ೧ ಭಯಂಕರತೆ ೨ ಸಾಹಸ ೩ ಅತಿಶಯ
ಅಗೆ,ಹೆಸರುಪದ,"(ದೇ) ೧ ಮೊಳಕೆ, ಅಂಕುರ ೨ (ನಾಟ ಮಾಡುವ ಸಸಿ) ೩ ಕೊಂಬೆ, ರೆಂಬೆ"
ಅಗೆ,ಎಸಕಪದ,"(ದೇ) ತೋಡು, ಬಗಿ"
ಅಗೆಕಟ್ಟು,ಎಸಕಪದ,ಮಡಕೆ ಮುಂ.ವುಗಳಲ್ಲಿ ಬೀಜ ಹಾಕಿ ಮೊಳಕೆ ಬರಿಸು
ಅಗೆದೋರು,ಹೆಸರುಪದ,ಅಂಕುರಿಸು
ಅಗೆಬಿಡು,ಎಸಕಪದ,"ಬೀಜಹಾಕು, ಬಿತ್ತು"
ಅಗೆವೊಯ್,ಹೆಸರುಪದ,ಬೀಜವನ್ನು ಬಿತ್ತು
ಅಗೆವೋಗು,ಎಸಕಪದ,ಮೊಳಕೆ ಹೊರಡು
ಅಗೇಡಿ,ಹೆಸರುಪದ,"(<ದೇ. ಅಗೆ + ಅಡಿ) ಪಾತಿ, ಮಡಿ"
ಅಗೋಚರ,ಹೆಸರುಪದ,"(ಸಂ) ಇಂದ್ರಿಯಗಳಿಗೆ ನಿಲುಕದುದು, ಗೋಚರಿಸದುದು"
ಅಗೋಚರ,ಪರಿಚೆಪದ,"(ಸಂ) ಕಣ್ಣಿಗೆ ಕಾಣದ, ಗೋಚರಿಸದ"
ಅಗ್ಗ,ಹೆಸರುಪದ,"(<ಸಂ. ಅರ್ಘ) ೧ ಕಡಿಮೆ ಬೆಲೆ, ಇಳಿತಾಯದ ಬೆಲೆ ೨ ಅಲ್ಪ, ಹಗುರ ೩ ಬೆಲೆ ೪ ಶ್ರೇಷ್ಠತೆ"
ಅಗ್ಗಣಿ,ಹೆಸರುಪದ,"(<ಸಂ. ಅರ್ಘಪಾನೀಯ) ಪೂಜೆಯ ನೀರು, ಶುದ್ಧೋದಕ, ಅಗ್ಗವಣಿ"
ಅಗ್ಗಲ,ಪರಿಚೆಪದ,(<ದೇ. ತೆಲುಗು) ಶ್ರೇಷ್ಠ
ಅಗ್ಗಲಿಸು,ಪರಿಚೆಪದ,ಹೆಚ್ಚಿಸು
ಅಗ್ಗಳಿ,ಹೆಸರುಪದ,"(ದೇ) ಕದವನ್ನು ತೆರೆಯಲಾಗದಂತೆ ತಡೆಯುವ ಅಡ್ಡಮರದ ಪಟ್ಟಿ, ತಾಪಾಳ, ಲಾಳ ವಿಂಡಿಗೆ"
ಅಗ್ಗಳಿಕೆ,ಹೆಸರುಪದ,"(ದೇ) ೧ ದೊಡ್ಡಸ್ತಿಕೆ, ಶ್ರೇಷ್ಠತೆ ೨ ಸಾಮರ್ಥ್ಯ"
ಅಗ್ಗಸುಗ್ಗಿ,ಪರಿಚೆಪದ,ಯಥೇಚ್ಛವಾಗಿ ಪದಾರ್ಥಗಳು ಸಿಕ್ಕುವ ಸ್ಥಿತಿ
ಅಗ್ಗಿ,ಹೆಸರುಪದ,(<ಸಂ. ಅಗ್ನಿ) ಬೆಂಕಿ
ಅಗ್ಗಿಟಿಕೆ,ಹೆಸರುಪದ,"(<ಸಂ. ಅಗ್ನಿಷ್ಟಿಕ) ಕೆಂಡವನ್ನು ಇಟ್ಟು ಕಾಯಿಸುವ ಒಲೆ, ಅಗ್ಗಿಷ್ಟಿಕೆ, ಕುಮಟೆ"
ಅಗ್ನಿ,ಹೆಸರುಪದ,"(ಸಂ) ೧ ಬೆಂಕಿ ೨ ಆಗ್ನೇಯ ದಿಕ್ಕಿನ ಅಧಿಪತಿ, ಬೆಂಕಿಯ ಅಧಿದೇವತೆ ೩ ಆಹಾರವನ್ನು ಜೀರ್ಣಿಸುವ ಜಠರಾಗ್ನಿ ೪ ಮೂರು ಎಂಬುದರ ಸಂಕೇತ ೫ ಚಿನ್ನ, ಬಂಗಾರ ೬ ಒಂದು ಬಗೆಯ ಸಸ್ಯ"
ಅಗ್ನಿಕಾರ್ಯ,ಹೆಸರುಪದ,ಹೋಮ
ಅಗ್ನಿಕುಂಡ,ಹೆಸರುಪದ,ಹೋಮಕ್ಕಾಗಿ ಇರುವ ಬೆಂಕಿಯ ಕುಳಿ
ಅಗ್ನಿತಾರೆ,ಹೆಸರುಪದ,ಕೃತ್ತಿಕಾ ನಕ್ಷತ್ರ
ಅಗ್ನಿದಿವ್ಯ,ಹೆಸರುಪದ,ಅಗ್ನಿಪರೀಕ್ಷೆ
ಅಗ್ನಿಪರ್ವತ,ಹೆಸರುಪದ,ಜ್ವಾಲಾಮುಖಿ
ಅಗ್ನಿಪುತ್ರಿ,ಹೆಸರುಪದ,"ಅಗ್ನಿಯಿಂದ ಜನಿಸಿದವಳು, ದ್ರೌಪದಿ"
ಅಗ್ನಿಫಲ,ಹೆಸರುಪದ,ವಜ್ರ
ಅಗ್ನಿಮಾಂದ್ಯ,ಹೆಸರುಪದ,ಜೀರ್ಣಶಕ್ತಿ ಕುಗ್ಗಿರುವುದು
ಅಗ್ನಿಮೂಲೆ,ಹೆಸರುಪದ,"೧ ಪೂರ್ವಕ್ಕೂ, ದಕ್ಷಿಣಕ್ಕೂ ನಡುವಣ ಮೂಲೆ, ಆಗ್ನೇಯ ದಿಕ್ಕು ೨ ವಾಸ್ತುಶಾಸ್ತ್ರದ ಪ್ರಕಾರ ಅಡಿಗೆಯ ಮನೆಯಲ್ಲಿ ಒಲೆಯು ಇರಬೇಕಾದ ಸ್ಥಳ"
ಅಗ್ನಿಶಾಮಕ,ಹೆಸರುಪದ,ದಳ ಬೆಂಕಿಯನ್ನು ಆರಿಸಲು ಇರುವ ಸಿಬ್ಬಂದಿ
ಅಗ್ನಿಹೋತ್ರ,ಹೆಸರುಪದ,ಅಗ್ನಿಯನ್ನು ಉದ್ದೇಶಿಸಿ ಮಾಡುವ ಹೋಮ
ಅಗ್ನಿಹೋತ್ರಿ,ಹೆಸರುಪದ,ಅಗ್ನಿಹೋತ್ರವನ್ನು ನಡೆಸುವವನು
ಅಗ್ರ,ಹೆಸರುಪದ,"(ಸಂ) ೧ ತುದಿ, ಮೊನೆ ೨ ಮೇಲು ಭಾಗ ೩ ಮುಂಭಾಗ ೪ ನಗರದ ಸಮೀಪ ಪ್ರದೇಶ ೫ ಬಾಳೆಯೆಲೆಯ ತುದಿ ಮತ್ತು ಆ ಭಾಗದ ಎಲೆ"
ಅಗ್ರಗಣ್ಯ,ಹೆಸರುಪದ,ಪ್ರಮುಖ
ಅಗ್ರಜ,ಹೆಸರುಪದ,ಅಣ್ಣ
ಅಗ್ರಜೆ,ಹೆಸರುಪದ,ಅಕ್ಕ
ಅಗ್ರಣಿ,ಹೆಸರುಪದ,ಮುಂದಾಳು
ಅಗ್ರತಾಂಬೂಲ,ಹೆಸರುಪದ,"ಸಭೆಯಲ್ಲಿ ಗೌರವಸೂಚಕವಾಗಿ ಕೊಡುವ ಮೊದಲ ವೀಳೆಯ, ತಾಂಬೂಲ"
ಅಗ್ರಪಂಕ್ತಿ,ಹೆಸರುಪದ,(ಔತಣದೂಟದ ಸಂದರ್ಭದಲ್ಲಿ) ಮೊದಲು ಕುಳಿತುಕೊಳ್ಳುವ ಆಮಂತ್ರಿತರ ಪಂಕ್ತಿ
ಅಗ್ರಪೂಜೆ,ಹೆಸರುಪದ,ಸಭೆಯಲ್ಲಿ ಶ್ರೇಷ್ಠನಾದವನಿಗೆ ಎಲ್ಲರಿ ಗಿಂತ ಮೊದಲು ಮಾಡುವ ಸತ್ಕಾರ
ಅಗ್ರಮಹಿಷಿ,ಹೆಸರುಪದ,ರಾಜನ ಪಟ್ಟದ ರಾಣಿ; ಹಿರಿಯ ರಾಣಿ
ಅಗ್ರಲೇಖನ,ಹೆಸರುಪದ,ವೃತ್ತ ಪತ್ರಿಕೆಗಳ ಸಂಪಾದಕೀಯ
ಅಗ್ರಸಾಲೆ,ಹೆಸರುಪದ,ದೇವಸ್ಥಾನದ ಪಾಕಶಾಲೆ
ಅಗ್ರಹಾರ,ಹೆಸರುಪದ,"(ಸಂ) ೧ (ರಾಜರು ಮೊ.ವರು) ಬ್ರಾಹ್ಮಣರ ಪೋಷಣೆಗಾಗಿ ದಾನ ಕೊಟ್ಟ ಪ್ರದೇಶ, ಗ್ರಾಮ ೨ ಬ್ರಾಹ್ಮಣರು ವಾಸ ಮಾಡುತ್ತಿದ್ದ ಕೇರಿ, ಬೀದಿ"
ಅಗ್ರಾಸನ,ಹೆಸರುಪದ,(ಸಂ) ಪ್ರಧಾನ ಪೀಠ
ಅಗ್ರೇಸರ,ಹೆಸರುಪದ,(ಸಂ) ಮುಂದಾಳು; ಶ್ರೇಷ್ಠ
ಅಗ್ರೇಸರ,ಪರಿಚೆಪದ,(ಸಂ) ಮುಂದೆ ಹೋಗುವ
ಅಗ್ರೋದಕ,ಹೆಸರುಪದ,(ಸಂ) ದೇವರ ಪೂಜೆಗೆ ಉಪಯೋಗಿಸುವ ಮೀಸಲು ನೀರು
ಅಘ,ಹೆಸರುಪದ,(ಸಂ) ೧ ಪಾಪ ೨ ದುಃಖ ೩ ಕಷ್ಟ
ಅಘಹರ,ಹೆಸರುಪದ,"ಪಾಪವನ್ನು ನಾಶಮಾಡುವವನು, ದೇವರು"
ಅಘಾಟ,ಹೆಸರುಪದ,"(ಸಂ) ಅದ್ಭುತ, ಅತಿಶಯ"
ಅಘೋರ,ಹೆಸರುಪದ,(ಸಂ) ಶಿವನ ಪಂಚಮುಖಗಳಲ್ಲಿ ಒಂದು
ಅಘೋರ,ಪರಿಚೆಪದ,"(ಸಂ) ಘೋರವಲ್ಲದ, ಭಯಂಕರವಲ್ಲದ"
ಅಚರ,ಹೆಸರುಪದ,"(ಸಂ) ಜಡ, ಸ್ಥಾವರ"
ಅಚರ,ಪರಿಚೆಪದ,"(ಸಂ) ಚಲನೆಯಿಲ್ಲದ, ಇದ್ದಲ್ಲೇ ಇರುವ"
ಅಚಲ,ಹೆಸರುಪದ,(ಸಂ) ೧ ಚಲಿಸದುದು ೨ ಬೆಟ್ಟ ೩ ಏಳು ಎಂಬ ಸಂಖ್ಯೆಯ ಸಂಕೇತ
ಅಚಲ,ಪರಿಚೆಪದ,"(ಸಂ) ಶಾಶ್ವತವಾದ, ಸ್ಥಿರವಾದ"
ಅಚಾತುರ್ಯ,ಹೆಸರುಪದ,(ಸಂ) ೧ ದಡ್ಡತನ ೨ ಪ್ರಮಾದ
ಅಚಾತುರ್ಯ,ಪರಿಚೆಪದ,(ಸಂ) ಚಿಂತಿಸಲಾಗದ
ಅಚಿರ,ಪರಿಚೆಪದ,"(ಸಂ) ಕ್ಷಣಿಕ, ಬಹುಕಾಲ ನಿಲ್ಲದ"
ಅಚಿರಪ್ರಭೆ,ಹೆಸರುಪದ,"= ಮಿಂಚು, ಕ್ಷಣಿಕವಾದ ಬೆಳಕು"
ಅಚ್ಚ,ಪರಿಚೆಪದ,"(<ಸಂ. ಅಚ್ಛ) ಬೆರಕೆಯಿಲ್ಲದ, ಅಪ್ಪಟ"
ಅಚ್ಚರ,ಹೆಸರುಪದ,(<ಸಂ. ಅಪ್ಸರಸ್) ದೇವತೆ
ಅಚ್ಚರಸಿ,ಹೆಸರುಪದ,(<ಸಂ. ಅಪ್ಸರಸ್) ಅಪ್ಸರೆ
ಅಚ್ಚರಿ,ಹೆಸರುಪದ,"(<ಸಂ. ಆಶ್ಚರ್ಯ) ಬೆರಗು, ಆಶ್ಚರ್ಯ"
ಅಚ್ಚವಳಿ,ಹೆಸರುಪದ,= ಒಳ್ಳೆಯ ಮನೆತನ
ಅಚ್ಚಸರ,ಹೆಸರುಪದ,(<ಸಂ. ಅಕ್ಷಸರ) ಜಪಮಾಲೆ
ಅಚ್ಚಿಗ,ಹೆಸರುಪದ,"(ದೇ) ೧ ತೀವ್ರವಾದ ವ್ಯಥೆ ೨ ಶ್ರಮ ೩ ಅಪಾಯ ೪ ಉತ್ಸಾಹ ೫ ರೀತಿ, ಪ್ರಕಾರ ೬ ನೆಪ ೭ ಆಶ್ಚರ್ಯ ೮ ಅರ್ಚಕ"
ಅಚ್ಚಿರಿ,ಎಸಕಪದ,(ದೇ) ೧ ಒಂದುಗೂಡು ೨ ಎರಕಹೊಯ್ಯಿ
ಅಚ್ಚು,ಹೆಸರುಪದ,"(ದೇ) ೧ ಮರದಲ್ಲಿ ಯಾ ಲೋಹದಲ್ಲಿ ಬೇಕಾದ ಆಕಾರವನ್ನು ಕೊರೆದು ಅದರಲ್ಲಿ ಎರಕ ಹೊಯ್ದು ಬಿಂಬವನ್ನು ಮಾಡಿಕೊಳ್ಳುವ ಸಾಧನ, ಪಡಿಯಚ್ಚು ೨ ಪಡಿಯಚ್ಚಿನಲ್ಲಿ ಎರಕಹೊಯ್ದು ತೆಗೆದ ಪ್ರತಿರೂಪ, ವಿಗ್ರಹ ೩ ನೆಯ್ಗೆಯ ಒಂದು ಉಪಕರಣ ೪ ಅಕ್ಷರದ ಮೊಳೆಗಳನ್ನು ಜೋಡಿಸಿ ಮುದ್ರಣ ಮಾಡುವುದು ೫ ಜೂಜಾಟ ೬ ಪಗಡೆಯ ದಾಳ ೭ ನಡುಗೂಟ, ಕೀಲು"
ಅಚ್ಚುಕಟ್ಟು,ಹೆಸರುಪದ,"(ದೇ) ೧ ಕೆರೆ, ಕಾಲುವೆಗಳ ಆಸರೆಯಲ್ಲಿರುವ ಭೂಮಿಯನ್ನು ಬೇಸಾಯಕ್ಕೆ ಅನುಕೂಲವಾಗುವಂತೆ ವಿಂಗಡಿಸಿದ ಜವಿನು ೨ ಓರಣ"
ಅಚ್ಚುಕಟ್ಟು,ಎಸಕಪದ,(ದೇ) ಬಟ್ಟೆ ನೇಯುವಲ್ಲಿ ಅಣಿ ಬರುವಂತೆ ಅಚ್ಚನ್ನು ತಯಾರು ಮಾಡು
ಅಚ್ಚುಕೂಟ,ಎಸಕಪದ,"ಮುದ್ರಣಾಲಯ, ಛಾಪಖಾನೆ"
ಅಚ್ಚುಮೆಚ್ಚು,ಹೆಸರುಪದ,"(ದೇ) ಅತಿಶಯದ ಪ್ರೀತಿ, ಮೆಚ್ಚಿಕೆ"
ಅಚ್ಚುಳ,ಹೆಸರುಪದ,(ದೇ) ಚರ್ಮದ ಕೆಲಸ
ಅಚ್ಚೆ,ಹೆಸರುಪದ,(ದೇ) ೧ ಒಂದು ಬಗೆಯ ಮೀನು ೨ ಮಕ್ಕಳನ್ನು ಅತಿಯಾಗಿ ಮುದ್ದಿಸುವುದು
ಅಚ್ಚೆರೆ,ಎಸಕಪದ,"= ಅಚ್ಚೊತ್ತು, ಎರಕಹೊಯ್ಯು"
ಅಚ್ಯುತ,ಹೆಸರುಪದ,(ಸಂ) ೧ ವಿಷ್ಣು ೨ ಕೃಷ್ಣ
ಅಚ್ಯುತ,ಪರಿಚೆಪದ,"(ಸಂ) ಚ್ಯುತಿಯಿಲ್ಲದ, ನಾಶವಿಲ್ಲದ"
